relative_path,category,filename,size_bytes,modified_utc,years_in_filename,has_post_mz,same_basename_count,audience,display_title,icd10_primary,icd_count,audience_confidence,protocol_kind,scope_label_ru
minzdrav_protocols/stomatologiya/КП11_периимплантит.pdf,stomatologiya,КП11_периимплантит.pdf,160393,2026-05-30T13:55:10Z,,no,1,adult,периимплантит,K06.2,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/stomatologiya/КП12_альвеолит.pdf,stomatologiya,КП12_альвеолит.pdf,155667,2026-05-30T13:55:11Z,,no,1,adult,альвеолит,K04.5,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/stomatologiya/КП13_заболевания_слюнных_желез.pdf,stomatologiya,КП13_заболевания_слюнных_желез.pdf,166504,2026-05-30T13:55:11Z,,no,1,adult,заболевания слюнных желез,K11.2|K11.3|K11.4|K11.5,4,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/stomatologiya/КП14_флегмоны_и_абсцессы_области_рта.pdf,stomatologiya,КП14_флегмоны_и_абсцессы_области_рта.pdf,165680,2026-05-30T13:55:11Z,,no,1,adult,флегмоны и абсцессы области рта,K04.7|K12.2,2,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/stomatologiya/КП15_гранулема_слизистой_полости_рта.pdf,stomatologiya,КП15_гранулема_слизистой_полости_рта.pdf,159401,2026-05-30T13:55:12Z,,no,1,adult,гранулема слизистой полости рта,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
minzdrav_protocols/stomatologiya/КП16_открытая_рана_ЧЛО.pdf,stomatologiya,КП16_открытая_рана_ЧЛО.pdf,162206,2026-05-30T13:55:12Z,,no,1,adult,открытая рана ЧЛО,S01.4|S01.5|S01.7,3,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/stomatologiya/КП17_перелом_лицевых_костей_1.pdf,stomatologiya,КП17_перелом_лицевых_костей_1.pdf,180371,2026-05-30T13:55:13Z,,no,1,adult,перелом лицевых костей 1,S02.4|S02.3|S02.6,3,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/stomatologiya/КП18_вывих_нижней_челюсти.pdf,stomatologiya,КП18_вывих_нижней_челюсти.pdf,155787,2026-05-30T13:55:13Z,,no,1,adult,вывих нижней челюсти,S03.0,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/stomatologiya/КП19_подкожная_эмфизема_ЧЛО.pdf,stomatologiya,КП19_подкожная_эмфизема_ЧЛО.pdf,156123,2026-05-30T13:55:14Z,,no,1,adult,подкожная эмфизема ЧЛО,T79.7|T81.8,2,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/stomatologiya/КП1_ДНО_слюнных_желез.pdf,stomatologiya,КП1_ДНО_слюнных_желез.pdf,163591,2026-05-30T13:55:14Z,,no,1,adult,ДНО слюнных желез,D10.3|D11|D11.0|D11.7|D11.9|K11.8,6,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/stomatologiya/КП20_осложнения_хирургических_и_терапевтических_вмешательств_в_ЧЛО.pdf,stomatologiya,КП20_осложнения_хирургических_и_терапевтических_вмешательств_в_ЧЛО.pdf,171673,2026-05-30T13:55:14Z,,no,1,adult,осложнения хирургических и терапевтических вмешательств в ЧЛО,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
minzdrav_protocols/stomatologiya/КП21_рубцовые_деформации_и_дефекты_мягких_тканей_лица.pdf,stomatologiya,КП21_рубцовые_деформации_и_дефекты_мягких_тканей_лица.pdf,162194,2026-05-30T13:55:15Z,,no,1,adult,рубцовые деформации и дефекты мягких тканей лица,T90.1,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/stomatologiya/КП22_последствия_перелома_костей_лица.pdf,stomatologiya,КП22_последствия_перелома_костей_лица.pdf,172331,2026-05-30T13:55:15Z,,no,1,adult,последствия перелома костей лица,T90.2,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/stomatologiya/КП23_паралич_мимических_мышц_вследствие_травмы_лицевого_нерва.pdf,stomatologiya,КП23_паралич_мимических_мышц_вследствие_травмы_лицевого_нерва.pdf,166800,2026-05-30T13:55:16Z,,no,1,adult,паралич мимических мышц вследствие травмы лицевого нерва,T90.3,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/stomatologiya/КП2_ДНО_костей_черепа_и_лица.pdf,stomatologiya,КП2_ДНО_костей_черепа_и_лица.pdf,168264,2026-05-30T13:55:16Z,,no,1,adult,ДНО костей черепа и лица,D16.4|D16.5,2,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/stomatologiya/КП3_ДНО_мягких_тканей_ЧЛО.pdf,stomatologiya,КП3_ДНО_мягких_тканей_ЧЛО.pdf,159188,2026-05-30T13:55:17Z,,no,1,adult,ДНО мягких тканей ЧЛО,D17.0|D21.0,2,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/stomatologiya/КП4_гемангиома_ЧЛО.pdf,stomatologiya,КП4_гемангиома_ЧЛО.pdf,175485,2026-05-30T13:55:18Z,,no,1,adult,гемангиома ЧЛО,D18.0,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/stomatologiya/КП5_лимфангиома_ЧЛО.pdf,stomatologiya,КП5_лимфангиома_ЧЛО.pdf,160143,2026-05-30T13:55:18Z,,no,1,adult,лимфангиома ЧЛО,D18.1,1,index_csv,clinical,Клинический КП (есть коды МКБ)
"minzdrav_protocols/stomatologiya/КП6_ДНО_кожи,_меланоформный_невус_лица.pdf",stomatologiya,"КП6_ДНО_кожи,_меланоформный_невус_лица.pdf",159348,2026-05-30T13:55:18Z,,no,1,adult,"ДНО кожи, меланоформный невус лица",D22.0|D22.3|D23|D23.0|D23.3,5,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/stomatologiya/КП7_нарушения_развития_челюстей.pdf,stomatologiya,КП7_нарушения_развития_челюстей.pdf,164543,2026-05-30T13:55:19Z,,no,1,adult,нарушения развития челюстей,K07.9,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/stomatologiya/КП8_кисты_области_рта_НКДР.pdf,stomatologiya,КП8_кисты_области_рта_НКДР.pdf,173199,2026-05-30T13:55:19Z,,no,1,adult,кисты области рта НКДР,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
minzdrav_protocols/stomatologiya/КП9_гигантоклеточная_гранулема_центральная.pdf,stomatologiya,КП9_гигантоклеточная_гранулема_центральная.pdf,174445,2026-05-30T13:55:20Z,,no,1,adult,гигантоклеточная гранулема центральная,K01.1,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_взр_нас_с_аномалиями_формы_и_размеров_зубов_пост_МЗ_11.01.2023_4.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_взр_нас_с_аномалиями_формы_и_размеров_зубов_пост_МЗ_11.01.2023_4.pdf,159952,2026-05-30T13:55:21Z,2023,yes,1,adult,Диагностика и лечение пациентов взрослое население с аномалиями формы и размеров зубов пост. МЗ 11.01.2023 4,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_взр_нас_с_болезнью_губ_хейлитом_пост_МЗ_11.01.2023_4.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_взр_нас_с_болезнью_губ_хейлитом_пост_МЗ_11.01.2023_4.pdf,166543,2026-05-30T13:55:21Z,2023,yes,1,adult,Диагностика и лечение пациентов взрослое население с болезнью губ хейлитом пост. МЗ 11.01.2023 4,K13.00,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_взр_нас_с_болезнями_периапикальных_тканей_постоянных_зубов_пост_МЗ_11.01.2023_4.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_взр_нас_с_болезнями_периапикальных_тканей_постоянных_зубов_пост_МЗ_11.01.2023_4.pdf,170428,2026-05-30T13:55:22Z,2023,yes,1,adult,Диагностика и лечение пациентов взрослое население с болезнями периапикальных тканей постоянных зубов пост. МЗ 11.01.2023 4,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_взр_нас_с_болезнями_пульпы_постоянных_зубов_пост_МЗ_11.01.2023_4.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_взр_нас_с_болезнями_пульпы_постоянных_зубов_пост_МЗ_11.01.2023_4.pdf,178646,2026-05-30T13:55:22Z,2023,yes,1,adult,Диагностика и лечение пациентов взрослое население с болезнями пульпы постоянных зубов пост. МЗ 11.01.2023 4,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_взр_нас_с_болезнями_языка_пост_МЗ_11.01.2023_4.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_взр_нас_с_болезнями_языка_пост_МЗ_11.01.2023_4.pdf,166922,2026-05-30T13:55:22Z,2023,yes,1,adult,Диагностика и лечение пациентов взрослое население с болезнями языка пост. МЗ 11.01.2023 4,D07,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_взр_нас_с_вывихом_постоянного_зуба_пост_МЗ_11.01.2023_4.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_взр_нас_с_вывихом_постоянного_зуба_пост_МЗ_11.01.2023_4.pdf,163303,2026-05-30T13:55:23Z,2023,yes,1,adult,Диагностика и лечение пациентов взрослое население с вывихом постоянного зуба пост. МЗ 11.01.2023 4,S03.2|S03.20|S03.21|S03.22,4,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_взр_нас_с_гингивитом_пост_МЗ_11.01.2023_4.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_взр_нас_с_гингивитом_пост_МЗ_11.01.2023_4.pdf,223980,2026-05-30T13:55:23Z,2023,yes,1,adult,Диагностика и лечение пациентов взрослое население с гингивитом пост. МЗ 11.01.2023 4,J01|J05|D01|M01|D07,5,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_взр_нас_с_гипоплазией_эмали_пост_МЗ_11.01.2023_4.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_взр_нас_с_гипоплазией_эмали_пост_МЗ_11.01.2023_4.pdf,161147,2026-05-30T13:55:24Z,2023,yes,1,adult,Диагностика и лечение пациентов взрослое население с гипоплазией эмали пост. МЗ 11.01.2023 4,K00.40|K00.43|K00.46,3,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_взр_нас_с_другим_уточненным_сошлифовыванием_зубов_абфракционным_дефектом_пост_МЗ_11.01.2023_4.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_взр_нас_с_другим_уточненным_сошлифовыванием_зубов_абфракционным_дефектом_пост_МЗ_11.01.2023_4.pdf,159392,2026-05-30T13:55:24Z,2023,yes,1,adult,Диагностика и лечение пациентов взрослое население с другим уточненным сошлифовыванием зубов абфракционным дефектом пост. МЗ 11.01.2023 4,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_взр_нас_с_изменением_цвета_зубов_вследствие_применения_тетрациклина_пост_МЗ_11.01.2023_4.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_взр_нас_с_изменением_цвета_зубов_вследствие_применения_тетрациклина_пост_МЗ_11.01.2023_4.pdf,157663,2026-05-30T13:55:24Z,2023,yes,1,adult,Диагностика и лечение пациентов взрослое население с изменением цвета зубов вследствие применения тетрациклина пост. МЗ 11.01.2023 4,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_взр_нас_с_изменением_цвета_твердых_тканей_зубов_после_прорезывания_пост_МЗ_11.01.2023_4.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_взр_нас_с_изменением_цвета_твердых_тканей_зубов_после_прорезывания_пост_МЗ_11.01.2023_4.pdf,158330,2026-05-30T13:55:25Z,2023,yes,1,adult,Диагностика и лечение пациентов взрослое население с изменением цвета твердых тканей зубов после прорезывания пост. МЗ 11.01.2023 4,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_взр_нас_с_кандидозным_стоматитом_пост_МЗ_11.01.2023_4.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_взр_нас_с_кандидозным_стоматитом_пост_МЗ_11.01.2023_4.pdf,176310,2026-05-30T13:55:25Z,2023,yes,1,adult,Диагностика и лечение пациентов взрослое население с кандидозным стоматитом пост. МЗ 11.01.2023 4,L03,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_взр_нас_с_кариесом_постоянных_зубов_пост_МЗ_11.01.2023_4.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_взр_нас_с_кариесом_постоянных_зубов_пост_МЗ_11.01.2023_4.pdf,163850,2026-05-30T13:55:25Z,2023,yes,1,adult,Диагностика и лечение пациентов взрослое население с кариесом постоянных зубов пост. МЗ 11.01.2023 4,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_взр_нас_с_крапчатыми_зубами_пост_МЗ_11.01.2023_4.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_взр_нас_с_крапчатыми_зубами_пост_МЗ_11.01.2023_4.pdf,159594,2026-05-30T13:55:26Z,2023,yes,1,adult,Диагностика и лечение пациентов взрослое население с крапчатыми зубами пост. МЗ 11.01.2023 4,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_взр_нас_с_лейкоплакией_пост_МЗ_11.01.2023_4.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_взр_нас_с_лейкоплакией_пост_МЗ_11.01.2023_4.pdf,180665,2026-05-30T13:55:26Z,2023,yes,1,adult,Диагностика и лечение пациентов взрослое население с лейкоплакией пост. МЗ 11.01.2023 4,D01|D07|K13.2|K13.24|K13.3,5,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_взр_нас_с_нарушением_прорезывания_зубов_пост_МЗ_11.01.2023_4.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_взр_нас_с_нарушением_прорезывания_зубов_пост_МЗ_11.01.2023_4.pdf,153562,2026-05-30T13:55:27Z,2023,yes,1,adult,Диагностика и лечение пациентов взрослое население с нарушением прорезывания зубов пост. МЗ 11.01.2023 4,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_взр_нас_с_наследственными_нарушениями_структуры_зубов_пост_МЗ_11.01.2023_4.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_взр_нас_с_наследственными_нарушениями_структуры_зубов_пост_МЗ_11.01.2023_4.pdf,163097,2026-05-30T13:55:27Z,2023,yes,1,adult,Диагностика и лечение пациентов взрослое население с наследственными нарушениями структуры зубов пост. МЗ 11.01.2023 4,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_взр_нас_с_отложениями_на_зубах_пост_МЗ_11.01.2023_4.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_взр_нас_с_отложениями_на_зубах_пост_МЗ_11.01.2023_4.pdf,163420,2026-05-30T13:55:27Z,2023,yes,1,adult,Диагностика и лечение пациентов взрослое население с отложениями на зубах пост. МЗ 11.01.2023 4,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_взр_нас_с_переломом_постоянного_зуба_пост_МЗ_11.01.2023_4.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_взр_нас_с_переломом_постоянного_зуба_пост_МЗ_11.01.2023_4.pdf,173877,2026-05-30T13:55:28Z,2023,yes,1,adult,Диагностика и лечение пациентов взрослое население с переломом постоянного зуба пост. МЗ 11.01.2023 4,S02.5|S02.50|S02.51|S02.52|S02.53|S02.54|S02.57|S02.59,8,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_взр_нас_с_периодонтитом_пост_МЗ_11.01.2023_4.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_взр_нас_с_периодонтитом_пост_МЗ_11.01.2023_4.pdf,231789,2026-05-30T13:55:28Z,2023,yes,1,adult,Диагностика и лечение пациентов взрослое население с периодонтитом пост. МЗ 11.01.2023 4,J01|J05|D01|M01|D07,5,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_взр_нас_с_ретенированными_и_импактными_зубами_пост_МЗ_11.01.2023_4.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_взр_нас_с_ретенированными_и_импактными_зубами_пост_МЗ_11.01.2023_4.pdf,157034,2026-05-30T13:55:28Z,2023,yes,1,adult,Диагностика и лечение пациентов взрослое население с ретенированными и импактными зубами пост. МЗ 11.01.2023 4,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_взр_нас_с_рецессией_десны_пост_МЗ_11.01.2023_4.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_взр_нас_с_рецессией_десны_пост_МЗ_11.01.2023_4.pdf,170233,2026-05-30T13:55:29Z,2023,yes,1,adult,Диагностика и лечение пациентов взрослое население с рецессией десны пост. МЗ 11.01.2023 4,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_взр_нас_с_сошлифовыванием_абразивным_износом_зубов_пост_МЗ_11.01.2023_4.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_взр_нас_с_сошлифовыванием_абразивным_износом_зубов_пост_МЗ_11.01.2023_4.pdf,159147,2026-05-30T13:55:29Z,2023,yes,1,adult,Диагностика и лечение пациентов взрослое население с сошлифовыванием абразивным износом зубов пост. МЗ 11.01.2023 4,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_взр_нас_с_чувствительным_дентином_пост_МЗ_11.01.2023_4.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_взр_нас_с_чувствительным_дентином_пост_МЗ_11.01.2023_4.pdf,161611,2026-05-30T13:55:30Z,2023,yes,1,adult,Диагностика и лечение пациентов взрослое население с чувствительным дентином пост. МЗ 11.01.2023 4,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_взр_нас_с_эндопериодонтитом_пост_МЗ_11.01.2023_4.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_взр_нас_с_эндопериодонтитом_пост_МЗ_11.01.2023_4.pdf,220711,2026-05-30T13:55:30Z,2023,yes,1,adult,Диагностика и лечение пациентов взрослое население с эндопериодонтитом пост. МЗ 11.01.2023 4,J01|J05|D01|M01|D07,5,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_взр_нас_с_эрозией_зубов_пост_МЗ_11.01.2023_4.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_взр_нас_с_эрозией_зубов_пост_МЗ_11.01.2023_4.pdf,159080,2026-05-30T13:55:30Z,2023,yes,1,adult,Диагностика и лечение пациентов взрослое население с эрозией зубов пост. МЗ 11.01.2023 4,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_взр_нас_со_сверхкомплектными_зубами_пост_МЗ_11.01.2023_4.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_взр_нас_со_сверхкомплектными_зубами_пост_МЗ_11.01.2023_4.pdf,159232,2026-05-30T13:55:31Z,2023,yes,1,adult,Диагностика и лечение пациентов взрослое население со сверхкомплектными зубами пост. МЗ 11.01.2023 4,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_взр_нас_со_стоматитом_и_родственными_поражениями_пост_МЗ_11.01.2023_4.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_взр_нас_со_стоматитом_и_родственными_поражениями_пост_МЗ_11.01.2023_4.pdf,179133,2026-05-30T13:55:31Z,2023,yes,1,adult,Диагностика и лечение пациентов взрослое население со стоматитом и родственными поражениями пост. МЗ 11.01.2023 4,L03,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_детс_население_с_болезнями_губ_пост_МЗ_30.11.2022_112.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_детс_население_с_болезнями_губ_пост_МЗ_30.11.2022_112.pdf,166880,2026-05-30T13:55:32Z,2022,yes,1,pediatric,Диагностика и лечение пациентов детс население с болезнями губ пост. МЗ 30.11.2022 112,K13.01|K13.03|K13.04|K13.08|K13.09,5,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_детс_население_с_болезнями_периапикальных_тканей_пост_МЗ_30.11.2022_112.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_детс_население_с_болезнями_периапикальных_тканей_пост_МЗ_30.11.2022_112.pdf,157795,2026-05-30T13:55:32Z,2022,yes,1,pediatric,Диагностика и лечение пациентов детс население с болезнями периапикальных тканей пост. МЗ 30.11.2022 112,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_детс_население_с_болезнями_пульпы_пост_МЗ_30.11.2022_112.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_детс_население_с_болезнями_пульпы_пост_МЗ_30.11.2022_112.pdf,166822,2026-05-30T13:55:32Z,2022,yes,1,pediatric,Диагностика и лечение пациентов детс население с болезнями пульпы пост. МЗ 30.11.2022 112,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_детс_население_с_болезнями_языка_пост_МЗ_30.11.2022_112.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_детс_население_с_болезнями_языка_пост_МЗ_30.11.2022_112.pdf,161559,2026-05-30T13:55:33Z,2022,yes,1,pediatric,Диагностика и лечение пациентов детс население с болезнями языка пост. МЗ 30.11.2022 112,D07,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_детс_население_с_вывихом_зуба_пост_МЗ_30.11.2022_112.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_детс_население_с_вывихом_зуба_пост_МЗ_30.11.2022_112.pdf,155477,2026-05-30T13:55:33Z,2022,yes,1,pediatric,Диагностика и лечение пациентов детс население с вывихом зуба пост. МЗ 30.11.2022 112,S03.2|S03.20|S03.21|S03.22,4,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_детс_население_с_гипоплазией_эмали_пост_МЗ_30.11.2022_112.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_детс_население_с_гипоплазией_эмали_пост_МЗ_30.11.2022_112.pdf,160555,2026-05-30T13:55:33Z,2022,yes,1,pediatric,Диагностика и лечение пациентов детс население с гипоплазией эмали пост. МЗ 30.11.2022 112,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_детс_население_с_изменением_цвета_зубов_в_процессе_формирования_пост_МЗ_30.11.2022_112.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_детс_население_с_изменением_цвета_зубов_в_процессе_формирования_пост_МЗ_30.11.2022_112.pdf,278393,2026-05-30T13:55:34Z,2022,yes,1,pediatric,Диагностика и лечение пациентов детс население с изменением цвета зубов в процессе формирования пост. МЗ 30.11.2022 112,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_детс_население_с_кариесом_зубов_с_незаконченным_формированием_корня_пост_МЗ_30.11.2022_112.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_детс_население_с_кариесом_зубов_с_незаконченным_формированием_корня_пост_МЗ_30.11.2022_112.pdf,160192,2026-05-30T13:55:34Z,2022,yes,1,pediatric,Диагностика и лечение пациентов детс население с кариесом зубов с незаконченным формированием корня пост. МЗ 30.11.2022 112,K02.8,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_детс_население_с_крапчатыми_зубами_пост_МЗ_30.11.2022_112.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_детс_население_с_крапчатыми_зубами_пост_МЗ_30.11.2022_112.pdf,160693,2026-05-30T13:55:35Z,2022,yes,1,pediatric,Диагностика и лечение пациентов детс население с крапчатыми зубами пост. МЗ 30.11.2022 112,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_детс_население_с_наследственными_нарушениями_структуры_зубов_пост_МЗ_30.11.2022_112.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_детс_население_с_наследственными_нарушениями_структуры_зубов_пост_МЗ_30.11.2022_112.pdf,161494,2026-05-30T13:55:35Z,2022,yes,1,pediatric,Диагностика и лечение пациентов детс население с наследственными нарушениями структуры зубов пост. МЗ 30.11.2022 112,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_детс_население_с_острым_гингивитом_пост_МЗ_30.11.2022_112.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_детс_население_с_острым_гингивитом_пост_МЗ_30.11.2022_112.pdf,166398,2026-05-30T13:55:35Z,2022,yes,1,pediatric,Диагностика и лечение пациентов детс население с острым гингивитом пост. МЗ 30.11.2022 112,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
minzdrav_protocols/stomatologiya/КП_Диагностика_и_лечение_пациентов_детс_население_с_отложениями_на_зубах_пост_МЗ_30.11.2022_112.pdf,stomatologiya,КП_Диагностика_и_лечение_пациентов_детс_население_с_отложениями_на_зубах_пост_МЗ_30.11.2022_112.pdf,149061,2026-05-30T13:55:36Z,2022,yes,1,pediatric,Диагностика и лечение пациентов детс население с отложениями на зубах пост. МЗ 30.11.2022 112,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
